transaction_id,timestamp,customer_id,amount,currency,merchant_category,location_lat,location_long,device_type,transaction_type,is_fraud,time_since_last,foreign_country,multiple_quick_trans
TXN_000000000016,2022-11-05 18:51:55,CUST_00000000,186.95,USD,travel,-57.0465056625811,-27.389380270946074,mobile,online,0,225.41944444444445,0,0
TXN_000000000017,2022-11-16 11:33:45,CUST_00000000,247.92,USD,travel,-56.797792323473715,-27.306850303222234,desktop,atm,0,265.4066666666667,0,0
TXN_000000000018,2023-01-02 10:49:58,CUST_00000000,222.64,USD,travel,-56.34963794406772,-27.50614218495096,desktop,pos,0,1136.2108333333333,0,0
TXN_000000000019,2023-01-09 04:39:38,CUST_00000000,234.46,USD,travel,-56.56966433727221,-26.706529555576477,mobile,pos,0,156.72,0,0
TXN_000000000020,2023-02-06 22:35:19,CUST_00000000,241.8,USD,electronics,-56.53171919901921,-27.340384810590418,mobile,atm,0,692.0019444444445,0,0
TXN_000000000021,2023-02-22 02:41:43,CUST_00000000,3870.49,USD,utilities,-79.824599,-101.016964,desktop,card_not_present,1,368.2925,0,1
TXN_000000000022,2023-03-08 14:39:39,CUST_00000000,152.33,USD,travel,-57.229100825901895,-26.728439684591745,mobile,atm,0,347.3569444444444,0,0
TXN_000000000023,2023-03-14 11:55:56,CUST_00000000,140.21,USD,electronics,-57.186356896135194,-26.94215571790253,mobile,atm,0,153.69583333333333,0,0
TXN_000000000024,2023-04-03 14:42:35,CUST_00000000,223.66,USD,travel,-56.706547244404476,-26.916685576143465,desktop,pos,0,473.8072222222222,0,0
TXN_000000000025,2023-04-08 03:16:57,CUST_00000000,213.22,USD,travel,-56.957186575534045,-26.89636598908721,desktop,pos,0,106.00194444444445,0,0
TXN_000000000026,2023-04-24 22:59:52,CUST_00000000,223.12,USD,travel,-57.096527692233614,-27.32619268932605,mobile,online,0,406.375,0,0
TXN_000000000027,2023-05-05 18:58:04,CUST_00000000,183.11,USD,electronics,-56.761140048444865,-26.866099442851905,desktop,pos,0,281.54555555555555,0,0
TXN_000000000028,2023-05-14 07:26:17,CUST_00000000,165.29,USD,electronics,-57.115673803388205,-27.3379803957059,mobile,atm,0,206.72805555555556,0,0
TXN_000000000029,2023-06-07 02:14:46,CUST_00000000,221.63,USD,electronics,-56.776155348324096,-27.10294495517425,desktop,online,0,565.9777777777778,0,0
TXN_000000000030,2023-06-23 08:28:55,CUST_00000000,281.02,USD,travel,-56.83235055640276,-26.695620990061208,mobile,atm,0,372.7758333333333,0,0
TXN_000000000031,2023-07-19 07:19:15,CUST_00000000,164.57,USD,travel,-56.99894065201846,-27.014577879329906,mobile,online,0,630.4963888888889,0,0
TXN_000000000032,2023-08-16 00:36:55,CUST_00000000,143.25,USD,travel,-56.84822187548597,-27.27647638056003,mobile,atm,0,653.8841666666667,0,0
TXN_000000000033,2023-08-26 14:30:19,CUST_00000000,225.61,USD,travel,-57.08741043997951,-27.16465478736846,desktop,atm,0,252.03722222222223,0,0
TXN_000000000034,2023-08-30 02:23:36,CUST_00000000,153.25,USD,electronics,-56.810029454582235,-27.220106031741263,mobile,pos,0,84.49888888888889,0,0
TXN_000000000035,2023-09-22 02:01:04,CUST_00000000,178.25,USD,travel,-57.12854382234054,-27.51076245808199,mobile,pos,0,542.9963888888889,0,0
TXN_000000000036,2023-10-17 02:30:28,CUST_00000000,253.01,USD,travel,-56.318729080091096,-27.5549453095389,mobile,online,0,580.1983333333334,0,0
TXN_000000000037,2023-10-24 06:36:41,CUST_00000000,234.34,USD,travel,-57.142048007621746,-27.59013187153209,desktop,online,0,170.9688888888889,0,0
TXN_000000000038,2023-11-07 22:02:49,CUST_00000000,304.43,USD,travel,-56.85638604806784,-26.844047779038867,desktop,pos,0,344.45222222222225,0,0
TXN_000000000039,2023-12-05 12:59:54,CUST_00000000,217.97,USD,travel,-56.5732100639962,-26.65610957905314,mobile,pos,0,684.1236111111111,0,0
TXN_000000000040,2023-12-12 17:59:30,CUST_00000000,186.42,USD,electronics,-56.70747933302854,-27.32388036712126,mobile,atm,0,166.34972222222223,0,0
TXN_000000000041,2023-12-15 19:31:39,CUST_00000000,210.18,USD,electronics,-57.01410087801118,-27.48958527602512,desktop,pos,0,75.6061111111111,0,0
TXN_000000000042,2024-01-07 16:31:10,CUST_00000000,1935.25,USD,groceries,21.7392795,-13.771466,desktop,card_not_present,1,554.5752777777777,1,0
TXN_000000000043,2024-01-22 23:36:21,CUST_00000000,236.24,USD,travel,-56.28828830031247,-27.08385795963285,desktop,online,0,374.0158333333333,0,0
TXN_000000000044,2024-01-23 05:14:37,CUST_00000000,141.88,USD,electronics,-56.727200433901,-27.606686981894853,desktop,online,0,11.293055555555556,0,0
TXN_000000000045,2024-02-04 14:10:51,CUST_00000000,196.86,USD,electronics,-57.09144289476596,-27.190242607993543,mobile,pos,0,300.75916666666666,0,0
TXN_000000000046,2024-02-12 00:19:42,CUST_00000000,231.57,USD,electronics,-56.2649250193168,-27.336867147955907,mobile,atm,0,191.86527777777778,0,0
TXN_000000000047,2024-02-15 06:53:39,CUST_00000000,172.4,USD,electronics,-56.66276715120916,-27.552723000986038,desktop,atm,0,59.30277777777778,0,0
TXN_000000000048,2024-02-27 23:36:25,CUST_00000000,180.49,USD,travel,-56.49390143619592,-26.722726485669444,desktop,pos,0,291.5541666666667,0,0
TXN_000000000049,2024-02-28 11:10:22,CUST_00000000,161.73,USD,travel,-56.6878933585157,-26.82696941479042,desktop,online,0,31.819444444444443,0,0
TXN_000000000050,2024-03-17 11:47:38,CUST_00000000,198.61,USD,travel,-56.72211933769672,-26.76989617389332,mobile,online,0,420.1616666666667,0,0
TXN_000000000051,2024-03-27 21:54:09,CUST_00000000,170.37,USD,travel,-56.62980721711756,-27.63453787352387,desktop,pos,0,256.21944444444443,0,0
TXN_000000000052,2024-04-02 18:41:18,CUST_00000000,229.86,USD,electronics,-56.86386758407514,-27.403989832215707,desktop,atm,0,155.0197222222222,0,0
TXN_000000000053,2024-04-14 23:54:15,CUST_00000000,188.13,USD,travel,-56.60584507157752,-26.909968390726394,desktop,atm,0,292.28305555555556,0,0
TXN_000000000054,2024-04-15 04:40:46,CUST_00000000,220.51,USD,travel,-56.48669696131849,-26.906174807982474,mobile,pos,0,10.995,0,0
TXN_000000000055,2024-04-15 05:36:03,CUST_00000000,236.56,USD,electronics,-56.710900017737714,-27.044577335202483,mobile,atm,0,-17.38888888888889,0,0
TXN_000000000056,2024-04-17 15:04:35,CUST_00000000,154.14,USD,travel,-57.259094882691244,-27.383692399047145,mobile,atm,0,52.57805555555556,0,0
TXN_000000000057,2024-05-15 05:42:48,CUST_00000000,186.65,USD,electronics,-56.821893977750356,-27.45527601780426,mobile,online,0,656.1344444444444,0,0
TXN_000000000058,2024-06-14 09:49:05,CUST_00000000,208.44,USD,electronics,-57.12130694809631,-27.433281031361297,desktop,online,0,715.6286111111111,0,0
TXN_000000000059,2024-06-25 09:59:42,CUST_00000000,227.76,USD,travel,-56.933710320103806,-27.31854204779203,mobile,pos,0,261.7919444444444,0,0
TXN_000000000060,2024-06-26 03:07:02,CUST_00000000,197.6,USD,electronics,-56.69576891311313,-27.285207282306867,mobile,online,0,15.758888888888889,0,0
TXN_000000000061,2024-07-02 12:00:21,CUST_00000000,185.02,USD,electronics,-56.769467247480534,-27.10856071602959,mobile,online,0,136.93444444444444,0,0
TXN_000000000062,2024-07-04 02:20:51,CUST_00000000,225.05,USD,electronics,-56.477841704869526,-27.078044060585118,mobile,atm,0,26.7725,0,0
TXN_000000000063,2024-07-08 20:46:22,CUST_00000000,175.49,USD,travel,-56.322134953311036,-26.840387005360896,mobile,atm,0,98.99,0,0
TXN_000000000064,2024-07-10 14:47:28,CUST_00000000,180.83,USD,electronics,-57.23694428971108,-26.820421015676455,mobile,atm,0,43.65027777777778,0,0
TXN_000000000065,2024-07-17 10:04:42,CUST_00000000,215.18,USD,travel,-57.24768032097644,-26.861085943615585,desktop,pos,0,157.85416666666666,0,0
TXN_000000000066,2024-07-20 11:41:04,CUST_00000000,967.62,USD,groceries,-75.420732,113.890284,,online,1,61.680277777777775,1,0
TXN_000000000067,2024-08-14 13:28:30,CUST_00000000,321.82,USD,electronics,-57.06184448575875,-26.913968786805924,mobile,pos,0,590.7158333333333,0,0
TXN_000000000068,2024-08-26 08:04:27,CUST_00000000,167.51,USD,travel,-56.77885130380463,-27.35826204038329,desktop,online,0,288.77194444444444,0,0
TXN_000000000069,2024-09-01 09:52:15,CUST_00000000,175.51,USD,travel,-56.26662152427274,-27.061981206634563,mobile,atm,0,152.99444444444444,0,0
TXN_000000000070,2024-09-20 03:59:51,CUST_00000000,144.81,USD,travel,-56.85122006128509,-27.51797200564,mobile,atm,0,453.9263888888889,0,0
TXN_000000000071,2024-10-09 22:03:00,CUST_00000000,1935.25,USD,entertainment,-51.412391,-105.711653,,online,1,475.4347222222222,0,0
TXN_000000000072,2024-10-27 15:05:37,CUST_00000000,207.36,USD,travel,-56.49738024774961,-27.310790753846526,mobile,online,0,436.10305555555556,0,0
TXN_000000000073,2024-10-31 01:14:42,CUST_00000000,168.74,USD,electronics,-56.271152259885156,-27.47082837774538,mobile,pos,0,88.72833333333334,0,0
TXN_000000000074,2024-11-20 20:19:15,CUST_00000000,253.29,USD,electronics,-57.25838560611667,-27.047124458621617,desktop,atm,0,496.6452777777778,0,0
TXN_000000000075,2024-12-30 06:29:18,CUST_00000000,198.87,USD,electronics,-57.17418597725182,-27.101469617533777,mobile,pos,0,964.1705555555556,0,0
TXN_000000000076,2025-01-01 19:33:07,CUST_00000000,210.48,USD,electronics,-56.350422563862274,-27.635443932119987,mobile,pos,0,54.160833333333336,0,0
TXN_000000000077,2025-01-10 11:04:43,CUST_00000000,209.9,USD,electronics,-56.36600239342252,-26.93478937913173,mobile,pos,0,224.22416666666666,0,0
TXN_000000000078,2025-02-12 08:31:40,CUST_00000000,177.58,USD,electronics,-56.26834933636018,-27.55173407041343,mobile,pos,0,787.3025,0,0
TXN_000000000079,2025-02-23 02:08:06,CUST_00000000,283.39,USD,electronics,-56.55726477963091,-26.848465384655817,desktop,pos,0,254.81,0,0
TXN_000000000080,2025-03-10 18:29:15,CUST_00000000,212.64,USD,electronics,-56.34228345490062,-27.280308554382888,mobile,online,0,367.8877777777778,1,0
TXN_000000000081,2025-03-20 22:26:51,CUST_00000000,188.77,USD,electronics,-56.58829473661277,-27.428493912666358,mobile,pos,0,243.7613888888889,0,0
TXN_000000000082,2025-04-03 09:36:30,CUST_00000000,178.18,USD,travel,-56.449936548441286,-27.42218554227717,desktop,pos,0,339.1358333333333,1,0
TXN_000000000083,2025-04-19 15:07:06,CUST_00000000,193.71,USD,electronics,-56.53344792859638,-27.292294659463167,mobile,online,0,396.24611111111113,0,0
TXN_000000000084,2025-05-19 10:40:23,CUST_00000000,182.83,USD,electronics,-56.51101370046321,-27.203545665878995,mobile,atm,0,706.9569444444444,0,0
TXN_000000000085,2025-06-22 17:01:23,CUST_00000000,164.31,USD,electronics,-56.34713573207623,-27.10169494142605,mobile,online,0,826.7419444444445,0,0
TXN_000000000086,2025-06-26 09:54:39,CUST_00000000,261.63,USD,travel,-56.911477081779296,-27.292959073010277,desktop,atm,0,85.44055555555556,0,0
TXN_000000000087,2025-07-15 06:25:43,CUST_00000000,203.77,USD,travel,-56.677742364589676,-26.84195630806351,mobile,atm,0,460.015,0,0
TXN_000000000088,2025-07-25 11:16:29,CUST_00000000,158.01,USD,travel,-57.05871253753293,-27.351160357524172,desktop,online,0,246.66555555555556,0,0
TXN_000000000089,2022-08-01 17:41:09,CUST_00000001,287.47,USD,utilities,10.429241115754401,-104.39864359404602,desktop,pos,0,10.586207271416564,0,0
TXN_000000000090,2022-08-08 10:57:11,CUST_00000001,271.85,USD,utilities,10.784012929779196,-105.03716211477952,desktop,online,0,172.3,0,0
TXN_000000000091,2022-10-15 05:23:30,CUST_00000001,279.11,USD,electronics,10.25760669099932,-104.77955667170657,desktop,pos,0,1620.4780555555556,0,0
TXN_000000000092,2022-11-02 19:50:34,CUST_00000001,268.11,USD,electronics,10.342610132455029,-104.50527313566673,desktop,pos,0,449.98027777777776,0,0
TXN_000000000093,2022-11-08 18:53:08,CUST_00000001,371.18,USD,utilities,10.195601487732281,-104.44466340517937,mobile,atm,0,146.88361111111112,1,0
TXN_000000000094,2022-11-11 18:55:27,CUST_00000001,394.04,USD,utilities,10.2005815871884,-104.6257148683303,desktop,online,0,74.99555555555555,1,0
TXN_000000000095,2022-12-16 18:38:18,CUST_00000001,237.14,USD,electronics,10.45658805288896,-104.49816402194486,desktop,pos,0,845.4563888888889,0,0
TXN_000000000096,2023-01-10 08:02:27,CUST_00000001,228.61,USD,electronics,10.141390941511212,-105.30810242216525,mobile,atm,0,591.8391666666666,0,0
TXN_000000000097,2023-01-11 17:30:56,CUST_00000001,270.15,USD,utilities,10.68873988305744,-104.60234692497279,mobile,pos,0,29.8875,0,0
TXN_000000000098,2023-01-12 21:05:59,CUST_00000001,296.61,USD,electronics,10.855851394753259,-104.61882975451641,mobile,pos,0,26.791666666666668,0,0
TXN_000000000099,2023-02-02 05:43:08,CUST_00000001,315.72,USD,electronics,10.937214639878402,-105.16956120579064,mobile,online,0,509.52972222222223,0,0
TXN_000000000100,2023-02-10 05:27:40,CUST_00000001,323.52,USD,utilities,10.50100213286773,-104.3687414002951,desktop,pos,0,183.75277777777777,0,0
TXN_000000000101,2023-02-12 19:16:42,CUST_00000001,354.07,USD,utilities,10.031532793832856,-104.49091410143157,desktop,atm,0,56.33361111111111,0,0
TXN_000000000102,2023-02-13 05:42:42,CUST_00000001,327.37,USD,utilities,10.698852234572097,-105.1919165660123,desktop,online,0,15.143888888888888,0,0
TXN_000000000103,2023-03-11 11:12:43,CUST_00000001,319.98,USD,utilities,10.920608104283325,-104.91652121750575,mobile,online,0,612.1466666666666,0,0
TXN_000000000104,2023-03-30 16:16:56,CUST_00000001,344.16,USD,electronics,10.937766095235242,-104.899712184555,desktop,online,0,461.07972222222224,0,0
TXN_000000000105,2023-05-08 11:25:32,CUST_00000001,277.97,USD,electronics,10.994950813035045,-105.02880933852543,mobile,atm,0,933.9822222222223,0,0
TXN_000000000106,2023-05-08 22:30:59,CUST_00000001,281.85,USD,electronics,10.161192025317588,-105.35426356910925,mobile,pos,0,12.194444444444445,0,0
TXN_000000000107,2023-05-08 08:46:25,CUST_00000001,343.52,USD,utilities,10.535148320677301,-104.73023694847505,mobile,pos,0,-13.361944444444445,0,0
TXN_000000000108,2023-05-23 22:29:13,CUST_00000001,284.99,USD,utilities,10.923530103890533,-104.84983208189297,mobile,pos,0,379.3980555555556,0,0
TXN_000000000109,2023-06-19 18:05:15,CUST_00000001,276.63,USD,electronics,10.97824086284122,-105.28385812648754,desktop,atm,0,658.0630555555556,0,0
TXN_000000000110,2023-07-19 11:07:35,CUST_00000001,366.29,USD,utilities,10.725968525513265,-104.7021057132397,desktop,pos,0,726.77,0,0
TXN_000000000111,2023-07-23 01:22:00,CUST_00000001,278.85,USD,utilities,10.313968116777007,-105.26817913166751,desktop,atm,0,93.46083333333333,0,0
TXN_000000000112,2023-08-03 05:02:21,CUST_00000001,238.48,USD,electronics,10.585927022950841,-104.36900215443484,mobile,atm,0,261.6163888888889,0,0
TXN_000000000113,2023-08-04 07:40:53,CUST_00000001,425.08,USD,utilities,10.041452707354548,-105.22345177663631,mobile,atm,0,8.908333333333333,1,0
TXN_000000000114,2023-08-12 10:19:19,CUST_00000001,472.4,USD,electronics,10.514358089102261,-104.37749343581594,mobile,pos,0,186.0261111111111,0,0
TXN_000000000115,2023-08-19 13:43:48,CUST_00000001,283.96,USD,utilities,10.544143254228128,-104.80996977774586,mobile,pos,0,166.49916666666667,0,0
TXN_000000000116,2023-08-22 05:20:26,CUST_00000001,30.45,USD,dining,-6.582209,18.560274,mobile,online,1,72.64888888888889,0,0
TXN_000000000117,2024-01-19 08:02:31,CUST_00000001,359.16,USD,utilities,10.686499612762184,-104.67488995876087,mobile,online,0,3604.1269444444442,0,0
TXN_000000000118,2024-02-05 19:16:07,CUST_00000001,359.71,USD,utilities,10.48880782923108,-105.29903516576688,desktop,online,0,405.26,0,0
TXN_000000000119,2024-02-20 14:08:12,CUST_00000001,301.68,USD,utilities,10.23037901981194,-104.78400524463159,mobile,atm,0,371.81666666666666,0,0
TXN_000000000120,2024-02-21 19:36:22,CUST_00000001,295.37,USD,electronics,10.330232266191405,-104.54746437217577,desktop,online,0,19.91027777777778,0,0
TXN_000000000121,2024-02-22 06:12:26,CUST_00000001,258.17,USD,utilities,10.11127093833545,-104.67987354984122,desktop,atm,0,9.961388888888889,0,0
TXN_000000000122,2024-04-10 12:59:35,CUST_00000001,419.21,USD,utilities,10.206670771920544,-104.75296831523838,mobile,atm,0,1148.608611111111,0,0
TXN_000000000123,2024-04-11 23:00:22,CUST_00000001,216.73,USD,electronics,10.675116727416112,-105.29244043533893,mobile,online,0,30.85861111111111,0,0
TXN_000000000124,2024-06-03 12:47:20,CUST_00000001,320.5,USD,utilities,10.064693055682795,-104.75948451190271,mobile,pos,0,1271.3080555555555,0,0
TXN_000000000125,2024-06-16 19:32:06,CUST_00000001,318.84,USD,utilities,10.595150496972227,-105.35021358813157,desktop,atm,0,320.7294444444444,0,0
TXN_000000000126,2024-06-21 04:12:00,CUST_00000001,316.68,USD,utilities,10.556589752268744,-104.42946019725849,desktop,pos,0,118.15194444444444,1,0
TXN_000000000127,2024-07-06 21:29:26,CUST_00000001,300.57,USD,utilities,10.676783635877385,-105.33428148177673,desktop,pos,0,369.66333333333336,0,0
TXN_000000000128,2024-07-14 15:13:55,CUST_00000001,317.06,USD,utilities,10.555706790369019,-105.23552033540012,desktop,online,0,200.38305555555556,0,0
TXN_000000000129,2024-07-16 15:48:47,CUST_00000001,282.11,USD,utilities,10.615201678353616,-104.5523846394318,desktop,atm,0,51.14472222222222,0,0
TXN_000000000130,2024-07-18 15:36:04,CUST_00000001,258.61,USD,utilities,10.259333966656044,-104.3948341948979,desktop,atm,0,56.12138888888889,0,0
TXN_000000000131,2024-07-23 12:23:24,CUST_00000001,358.44,USD,electronics,10.888543802152716,-105.04433468556913,mobile,atm,0,113.68166666666667,0,0
TXN_000000000132,2024-07-31 07:17:33,CUST_00000001,282.89,USD,utilities,10.197980101326564,-105.18147594615466,mobile,atm,0,195.6027777777778,0,0
TXN_000000000133,2024-08-08 02:17:22,CUST_00000001,326.84,USD,electronics,10.088859775013516,-104.50799388383865,mobile,pos,0,185.25555555555556,0,0
TXN_000000000134,2024-08-08 05:43:17,CUST_00000001,222.64,USD,utilities,10.849794032727594,-104.56002524060719,mobile,online,0,-2.423611111111111,0,0
TXN_000000000135,2024-08-12 01:48:32,CUST_00000001,337.39,USD,electronics,10.102090518127756,-104.71853262626503,desktop,online,0,90.275,0,0
TXN_000000000136,2024-08-12 16:18:37,CUST_00000001,369.45,USD,utilities,10.724281707853939,-105.19321421435096,mobile,pos,0,-2.796388888888889,0,0
TXN_000000000137,2024-08-18 22:37:23,CUST_00000001,371.44,USD,electronics,10.31622545426877,-104.51849349149555,desktop,atm,0,151.13944444444445,0,0
TXN_000000000138,2024-09-01 03:56:06,CUST_00000001,287.04,USD,electronics,10.024158516177753,-104.5029050528339,desktop,pos,0,320.4302777777778,0,0
TXN_000000000139,2024-09-21 09:07:27,CUST_00000001,338.88,USD,utilities,10.378230837825082,-105.03320844404007,mobile,pos,0,474.24611111111113,0,0
TXN_000000000140,2024-11-08 02:53:30,CUST_00000001,249.85,USD,utilities,10.379405621654922,-104.79624110086644,mobile,atm,0,1133.6475,0,0
TXN_000000000141,2024-11-30 00:02:34,CUST_00000001,212.63,USD,electronics,10.080079278498191,-104.39113180569149,desktop,atm,0,505.28583333333336,0,0
TXN_000000000142,2024-12-25 04:05:00,CUST_00000001,326.18,USD,utilities,10.222247562748432,-105.31318851285363,mobile,online,0,590.6322222222223,0,0
TXN_000000000143,2025-01-22 23:04:37,CUST_00000001,358.22,USD,utilities,10.100460064781767,-105.0386794995344,desktop,pos,0,675.2847222222222,0,0
TXN_000000000144,2025-01-28 13:32:48,CUST_00000001,319.06,USD,electronics,10.4365824917946,-104.83802590950863,desktop,pos,0,151.10972222222222,0,0
TXN_000000000145,2025-01-30 08:35:10,CUST_00000001,304.66,USD,utilities,10.69629624718808,-105.18193802955221,desktop,pos,0,38.485277777777775,0,0
TXN_000000000146,2025-02-18 17:05:41,CUST_00000001,307.63,USD,utilities,10.277395345601768,-104.42756301366116,desktop,online,0,464.94138888888887,0,0
TXN_000000000147,2025-02-25 07:25:11,CUST_00000001,353.98,USD,utilities,10.62658961855895,-104.87898226875079,desktop,online,0,161.77444444444444,0,0
TXN_000000000148,2025-03-20 07:21:02,CUST_00000001,413.98,USD,utilities,10.155677003692954,-104.49784156929678,desktop,pos,0,547.6433333333333,0,0
TXN_000000000149,2025-04-21 04:54:53,CUST_00000001,336.27,USD,utilities,10.960645810298214,-104.79567234824992,desktop,pos,0,757.2705555555556,0,0
TXN_000000000150,2025-05-28 07:13:55,CUST_00000001,359.31,USD,electronics,10.3759496314165,-104.36984020511761,mobile,atm,0,882.8463888888889,0,0
TXN_000000000151,2025-06-05 20:32:45,CUST_00000001,331.16,USD,electronics,10.681640369306898,-104.93867330164203,desktop,pos,0,195.22416666666666,0,0
TXN_000000000152,2025-07-16 18:50:30,CUST_00000001,319.92,USD,electronics,10.112780571538366,-104.56680669523068,mobile,atm,0,978.9652777777778,1,0
TXN_000000000153,2021-05-30 01:32:39,CUST_00000002,331.59,USD,dining,-66.56913491974707,-34.59349944212611,mobile,online,0,1.683144444718365,0,0
TXN_000000000154,2021-06-08 17:05:07,CUST_00000002,302.62,USD,dining,-66.1452059324092,-34.50494772361474,mobile,online,0,210.6313888888889,0,0
TXN_000000000155,2021-06-28 21:52:02,CUST_00000002,231.81,USD,dining,-66.26916087293937,-35.1418848618536,desktop,online,0,494.81361111111113,0,0
TXN_000000000156,2021-08-22 14:00:38,CUST_00000002,207.48,USD,entertainment,-66.93540283545157,-35.27922825625652,mobile,pos,0,1331.5922222222223,0,0
TXN_000000000157,2021-11-14 07:51:48,CUST_00000002,237.14,USD,dining,-66.27591396928621,-35.28109050354868,mobile,atm,0,2012.5608333333332,0,0
TXN_000000000158,2022-02-16 18:13:07,CUST_00000002,204.5,USD,dining,-66.56084809087936,-34.509164814699595,desktop,online,0,2260.932222222222,0,0
TXN_000000000159,2022-02-26 11:24:23,CUST_00000002,197.63,USD,dining,-66.71528234474444,-34.843059050808215,mobile,atm,0,242.76388888888889,0,0
TXN_000000000160,2022-02-26 08:16:03,CUST_00000002,199.77,USD,dining,-66.99958473751423,-34.979426155132906,desktop,atm,0,3.17,0,0
TXN_000000000161,2022-03-13 16:31:02,CUST_00000002,191.13,USD,dining,-66.54317484132181,-35.105325469966544,mobile,atm,0,376.12916666666666,0,0
TXN_000000000162,2022-04-10 06:08:24,CUST_00000002,196.86,USD,entertainment,-66.78036390733914,-34.995113781724186,mobile,online,0,677.2766666666666,0,0
TXN_000000000163,2022-04-19 04:39:23,CUST_00000002,247.71,USD,entertainment,-66.21691111109905,-34.73050678423384,desktop,online,0,197.48194444444445,0,0
TXN_000000000164,2022-04-24 18:46:56,CUST_00000002,195.98,USD,dining,-66.6489866659134,-34.551505587691146,desktop,online,0,135.42055555555555,0,0
TXN_000000000165,2022-04-30 05:22:25,CUST_00000002,22.17,USD,groceries,-1.645588,-46.381088,desktop,card_not_present,1,130.57472222222222,0,0
TXN_000000000166,2022-05-07 00:48:16,CUST_00000002,180.86,USD,dining,-66.81869274396524,-35.012807780728345,mobile,pos,0,168.1913888888889,0,0
TXN_000000000167,2022-05-10 01:34:44,CUST_00000002,193.14,USD,dining,-66.64296734384328,-34.4571788850575,mobile,pos,0,63.007777777777775,0,0
TXN_000000000168,2022-05-17 07:52:31,CUST_00000002,204.84,USD,dining,-67.03280978237451,-34.9484480764115,desktop,atm,0,152.51944444444445,0,0
TXN_000000000169,2022-05-24 07:49:22,CUST_00000002,292.15,USD,dining,-66.66117413910426,-34.48171197044359,desktop,online,0,173.90555555555557,0,0
TXN_000000000170,2022-06-21 01:14:13,CUST_00000002,269.46,USD,dining,-66.72395304912739,-34.87525992521292,desktop,atm,0,665.4180555555556,0,0
TXN_000000000171,2022-07-11 06:04:46,CUST_00000002,230.81,USD,dining,-66.94417485208368,-35.07227438195509,mobile,pos,0,474.79027777777776,0,0
TXN_000000000172,2022-07-14 05:49:25,CUST_00000002,325.61,USD,dining,-67.0412160318612,-34.9567315027827,mobile,pos,0,58.16916666666667,0,0
TXN_000000000173,2022-07-20 13:18:19,CUST_00000002,184.25,USD,dining,-66.50292337852987,-34.49647286024789,mobile,pos,0,150.03194444444443,0,0
TXN_000000000174,2022-08-31 21:59:49,CUST_00000002,233.72,USD,dining,-66.79578676701448,-35.167311903781176,desktop,online,0,1023.2591666666667,0,0
TXN_000000000175,2022-09-27 01:47:57,CUST_00000002,236.35,USD,entertainment,-67.02811563194345,-34.98123304793827,mobile,atm,0,639.0375,0,0
